names,scores,logfoldchanges,pvals,pvals_adj
LZTFL1,-5.2546906,-0.18728048,1.4827362470139782e-07,5.776257491548093e-07
SYCP2,-5.258299,-0.26173225,1.4539423845856082e-07,5.6653965059709e-07
PPP1R26-AS1,-5.2590594,-0.17944328,1.4479392614258883e-07,5.642657665549782e-07
PLA2G4B,-5.260231,-0.2770991,1.4387436773729413e-07,5.607471018430387e-07
ERVK3-1,-5.260246,-0.110282,1.4386298954620722e-07,5.607471018430387e-07
DKK2,-5.2609925,-0.3532339,1.4327967901700966e-07,5.585585820197824e-07
GRK3,-5.261912,-0.10706499,1.4256496098296034e-07,5.55901020586718e-07
KLHL7,-5.262179,-0.072699904,1.4235816149633038e-07,5.552232046687587e-07
HDGFL3,-5.262246,-0.06753949,1.4230622921433855e-07,5.550849348462479e-07
BECN1,-5.262815,-0.11704367,1.4186631944031557e-07,5.534330983771958e-07
ZBTB7B,-5.2639017,-0.3006997,1.410300145361302e-07,5.502980710850252e-07
SH3BP5-AS1,-5.2729373,-0.28283605,1.3425758370292205e-07,5.243580628805451e-07
VPS37C,-5.2784386,-0.15096922,1.3028935510200503e-07,5.090958304577417e-07
TMEM200B,-5.2789817,-0.888637,1.299038089752293e-07,5.076482299458956e-07
AL162231.2,-5.28367,-0.2787713,1.2662126670634405e-07,4.951076741587045e-07
GMPPA,-5.284048,-0.27301368,1.2636013791435446e-07,4.942013661439024e-07
UNC45A,-5.2841353,-0.11783941,1.2629993622477368e-07,4.940232785881812e-07
CCDC117,-5.284491,-0.13620311,1.260547298813922e-07,4.931214183350815e-07
ZNF8,-5.2857375,-0.17862558,1.2519931149643582e-07,4.898319444561448e-07
QRICH1,-5.285999,-0.077722706,1.2502059045872135e-07,4.891895362256799e-07
AAR2,-5.2898674,-0.23009329,1.2240493370776777e-07,4.79066114007092e-07
AC096711.2,-5.293079,-0.83606935,1.202741409548973e-07,4.708360780616982e-07
DNAJC22,-5.294773,-0.19674909,1.1916415392626336e-07,4.665992830207396e-07
MTA2,-5.295247,-0.42673403,1.1885555118731853e-07,4.654450267516873e-07
ASXL3,-5.3031297,-0.46509635,1.1383403390184253e-07,4.4598789460065835e-07
B3GALT6,-5.3032684,-0.53685695,1.1374758599948006e-07,4.457010460254173e-07
BX470102.2,-5.306081,-0.5756675,1.1200734739259475e-07,4.3893327223704205e-07
DEFB124,-5.3063,-0.66103774,1.1187281726824202e-07,4.384570899731123e-07
TRAF7,-5.306427,-0.17749545,1.1179490720239558e-07,4.3820273064018247e-07
ESPN,-5.3084164,-0.7375563,1.1058169125814585e-07,4.335481928712453e-07
GFOD2,-5.3094125,-0.10526723,1.0997906292701817e-07,4.312859235659362e-07
SLC2A4RG,-5.3096547,-0.081077695,1.0983322692302266e-07,4.3076417666758836e-07
C19orf18,-5.3179135,-0.31923223,1.0496396641498146e-07,4.1190682940573294e-07
HEXB,-5.3203926,-0.12200737,1.0354357880961011e-07,4.0652230113827813e-07
ZFP36,-5.3208833,-0.31619778,1.0326470760319043e-07,4.0547468891241087e-07
MAFG,-5.324359,-0.2897886,1.0130972208440684e-07,3.978910983263749e-07
ZNF510,-5.32596,-0.17705294,1.0042117228972367e-07,3.945393590414642e-07
SULF1,-5.3286195,-0.1930913,9.896210059669644e-08,3.889883851438825e-07
AL445223.1,-5.3308134,-0.6986189,9.777396419578583e-08,3.844526830323678e-07
PAXIP1-AS2,-5.3329635,-0.1805366,9.662286098981816e-08,3.800596991543916e-07
LINC01252,-5.333654,-0.46957913,9.625579893424508e-08,3.7870433590739895e-07
KIAA1191,-5.333757,-0.10853087,9.620116805499362e-08,3.785336147696606e-07
FADS3,-5.335195,-0.24996011,9.54417949981956e-08,3.756333885404562e-07
PMPCA,-5.340843,-0.13578087,9.251522348087132e-08,3.6424287051814236e-07
PC,-5.342498,-0.34401345,9.167449519938663e-08,3.6097502306590376e-07
MGRN1,-5.3444552,-0.07212455,9.068945271626405e-08,3.5713809732131487e-07
CPLANE1,-5.3497376,-0.06463785,8.808188036967097e-08,3.470722852844241e-07
ADAMTS14,-5.3506646,-1.0276786,8.763185926200512e-08,3.4537986001203566e-07
TMUB1,-5.3534174,-0.34811765,8.630839666971143e-08,3.4032304104767275e-07
NUTF2,-5.356994,-0.1326113,8.46179114779615e-08,3.336963463763844e-07
IER3IP1,-5.357691,-0.08473378,8.429233016935807e-08,3.324902523438715e-07
PLEKHM2,-5.3581862,-0.07668619,8.406154500245287e-08,3.3161875834769474e-07
KIF3B,-5.360864,-0.078171246,8.282485627800403e-08,3.2689322816448696e-07
SLC45A1,-5.3643765,-0.43164942,8.122934052266641e-08,3.2078398962181383e-07
SDHA,-5.36465,-0.0708785,8.110648001031055e-08,3.2033635784560034e-07
KCNIP3,-5.368206,-0.68753135,7.952372156154995e-08,3.141588071353654e-07
SLC35C1,-5.3699,-0.59404474,7.878020211383433e-08,3.1129455274497514e-07
ITGA3,-5.3771453,-0.24600719,7.567619090134992e-08,2.992398992649998e-07
UNC80,-5.378471,-0.43636268,7.512112709332224e-08,2.970799345728871e-07
PSMB10,-5.3808217,-0.20176221,7.41465680956782e-08,2.9336364461395903e-07
YES1,-5.3820477,-0.068620525,7.364319805572592e-08,2.914062731335715e-07
PIP4P2,-5.3824816,-0.25137964,7.34658975848081e-08,2.907388511868766e-07
FEM1A,-5.383337,-0.5832066,7.311747366886315e-08,2.893939774517801e-07
ITIH4,-5.3853073,-0.56190485,7.232094234660377e-08,2.8630864834488815e-07
TMEM201,-5.387367,-0.50266683,7.149739032051116e-08,2.8314815999711425e-07
AC240274.1,-5.388278,-0.7262998,7.11359387303783e-08,2.817498457568911e-07
TSPAN9,-5.390315,-0.061123665,7.033429958822309e-08,2.786403056610833e-07
DCAF11,-5.3921065,-0.24020551,6.963643787954537e-08,2.759729969006762e-07
LZTR1,-5.3924212,-0.15058629,6.951449366391557e-08,2.755221435147098e-07
ZNF717,-5.392575,-0.09274551,6.945524526854347e-08,2.7531970944275403e-07
NFYB,-5.392676,-0.11328964,6.9416118584867e-08,2.7519699931444097e-07
UXS1,-5.3935833,-0.0809681,6.906626235467072e-08,2.7387448182599705e-07
TOP1MT,-5.3948975,-0.24572799,6.856272270967397e-08,2.719417835971784e-07
VKORC1,-5.39524,-0.15848438,6.843217088538526e-08,2.714559392016896e-07
DRAM1,-5.3983765,-0.15294881,6.724661901082196e-08,2.6681595258835023e-07
DMXL2,-5.4060545,-0.07876579,6.442828005685453e-08,2.5575407529463454e-07
MAPRE3,-5.407215,-0.20810924,6.4012304304098e-08,2.5413277151940463e-07
LRRCC1,-5.407284,-0.16617711,6.398766511236275e-08,2.5409485219460057e-07
MYL6B,-5.4079633,-0.07162117,6.374555656281631e-08,2.5316328689409016e-07
DIPK1B,-5.4081435,-0.19335261,6.368145266609432e-08,2.52938524610777e-07
RBM24,-5.409284,-0.3213362,6.327717967694503e-08,2.513920695775964e-07
ABCD3,-5.41013,-0.07409728,6.297903956881466e-08,2.502666364743765e-07
PCDHB14,-5.4136634,-0.62008625,6.174822024129751e-08,2.454335088703543e-07
AL138756.1,-5.416695,-0.5679085,6.071079815572068e-08,2.41338499171602e-07
LINC02175,-5.422208,-0.3023478,5.886738121155004e-08,2.3414869319407514e-07
PPWD1,-5.4231367,-0.07006874,5.856217282487702e-08,2.329622186237756e-07
PPFIBP2,-5.428584,-0.13912044,5.680291793864524e-08,2.2604393691037912e-07
CXCL8,-5.4288173,-2.0197155,5.67287441585905e-08,2.2580212251827526e-07
LNPEP,-5.4304256,-0.06389973,5.621977444560297e-08,2.2380267614664922e-07
CTNNA3,-5.4320145,-0.21059412,5.5721416280213256e-08,2.218450051004897e-07
MON1B,-5.4330616,-0.15436368,5.539520327549937e-08,2.2057231785380893e-07
AC083843.3,-5.433512,-0.44558322,5.525546107984144e-08,2.2004190589870175e-07
ACP2,-5.434789,-0.37408412,5.4861294139806585e-08,2.1852390127920593e-07
RGS10,-5.4367847,-0.12581624,5.425064130670971e-08,2.1614266625178574e-07
AGL,-5.4393783,-0.0770173,5.3466883422778374e-08,2.1304525818597198e-07
BRSK1,-5.439789,-0.46025273,5.3343830532727386e-08,2.125800875536351e-07
MED12,-5.4408445,-0.23081997,5.3028582358680936e-08,2.1134880026092668e-07
AL645608.2,-5.4433503,-0.6892159,5.2287701986754955e-08,2.0846997849406726e-07
EXTL3,-5.4438705,-0.10002574,5.2135052656600935e-08,2.079105900520522e-07
SH3KBP1,-5.4463687,-0.0970402,5.140846062565603e-08,2.050858428039022e-07
RNF217-AS1,-5.4478183,-0.234979,5.099140634817594e-08,2.0347026994660133e-07
ACYP2,-5.447985,-0.056849327,5.0943635330960345e-08,2.033037352153325e-07
BLOC1S6,-5.4506245,-0.0844843,5.019319223985456e-08,2.0042763497602621e-07
TOP1,-5.451369,-0.061678395,4.998360995601744e-08,1.996144119680554e-07
FXN,-5.45193,-0.0780285,4.98260350085526e-08,1.9905592588756596e-07
TMEM97,-5.4522805,-0.439003,4.9727969239821954e-08,1.9868771766734083e-07
ERLIN2,-5.455632,-0.16582301,4.8798886815686616e-08,1.9509128851346668e-07
RBBP9,-5.4565754,-0.35822898,4.854052072731425e-08,1.941044543674936e-07
LAMTOR5,-5.4577947,-0.1262743,4.820850652956048e-08,1.9279968142111803e-07
PARD6G,-5.461108,-0.15144564,4.7317137422866244e-08,1.8925731180109025e-07
RAB3D,-5.4660606,-0.22906065,4.601469844574445e-08,1.8409158724902775e-07
ARPC1A,-5.4663706,-0.06667603,4.593436901143307e-08,1.837920428894142e-07
ZNF71,-5.467495,-0.39641112,4.564405119317037e-08,1.8265212454418017e-07
TCEAL1,-5.4678044,-0.3024035,4.556444747535544e-08,1.8237691263991943e-07
RIC8B,-5.4710064,-0.07827575,4.474868628618972e-08,1.7913302252097007e-07
PLA2G7,-5.4745746,-0.1199196,4.385640243972178e-08,1.7562374830278312e-07
TRPC4AP,-5.479661,-0.06665789,4.2614119808344746e-08,1.7077082491191764e-07
LFNG,-5.4823246,-0.41842002,4.197733417763986e-08,1.6827904900872006e-07
USB1,-5.4836698,-0.29443893,4.165922131300646e-08,1.6702367483212518e-07
ZNF91,-5.4850874,-0.06285207,4.132648976169649e-08,1.6572911396040736e-07
HSPA8,-5.4862885,-0.13121812,4.104665394364601e-08,1.6462650608834066e-07
IDH3G,-5.4864974,-0.15801229,4.099813327382109e-08,1.6445148564116255e-07
SERGEF,-5.4868736,-0.1079968,4.091100262300611e-08,1.6414108282883761e-07
CDC34,-5.4874625,-0.31501016,4.077488089944772e-08,1.6361443155291852e-07
NDUFA8,-5.489687,-0.14131492,4.0264682821401977e-08,1.616057014764611e-07
GYG1,-5.4903293,-0.32108143,4.0118497163565125e-08,1.6103816249114535e-07
ZBTB21,-5.4928484,-0.2588506,3.9550263509474265e-08,1.5883295284680008e-07
PILRA,-5.493637,-0.25404528,3.9373972519586133e-08,1.581626884203578e-07
TTLL1,-5.496343,-0.23194493,3.877473876258439e-08,1.5577418308699516e-07
RAB10,-5.4981666,-0.061241228,3.837601648380806e-08,1.5419074164471227e-07
ST3GAL2,-5.5020213,-0.12263394,3.7546176834814345e-08,1.509105403520545e-07
APMAP,-5.502089,-0.1680854,3.7531690018246415e-08,1.508703166481174e-07
CHST15,-5.5031343,-0.19190837,3.7309831372565665e-08,1.4999638819417004e-07
TRUB2,-5.503414,-0.20670517,3.725059163352101e-08,1.497761045004482e-07
TMEM183A,-5.504507,-0.16254874,3.702027225894702e-08,1.488678140193235e-07
GSTM2,-5.5070424,-0.21498677,3.6491205047026695e-08,1.467578230918153e-07
WIPF1,-5.5101576,-0.04408042,3.5851296162088155e-08,1.4423594808068004e-07
LINC00683,-5.511628,-0.20150685,3.555294430669276e-08,1.4305271414861135e-07
FAM120AOS,-5.5167947,-0.11585612,3.452381033027072e-08,1.3897824543374906e-07
RALGPS2,-5.5198298,-0.078616254,3.393278539367024e-08,1.3663168889774072e-07
TPT1-AS1,-5.527033,-0.06899892,3.256919268563794e-08,1.3121956316239917e-07
PML,-5.527661,-0.11430045,3.2452825482298734e-08,1.307820133877466e-07
TECPR1,-5.5277567,-0.17665921,3.2435155899426685e-08,1.3072644740989466e-07
UBE2V2,-5.5282264,-0.06947081,3.2348429331533586e-08,1.3039250798763934e-07
TLR4,-5.5313687,-0.39414534,3.1774171555686153e-08,1.2810840870704106e-07
RHOG,-5.532422,-0.4337659,3.158385644971301e-08,1.2737158200900788e-07
AC005358.1,-5.5351458,-1.100643,3.1096967995505485e-08,1.2549821184095565e-07
TRPM3,-5.5372586,-0.182066,3.0724254642347197e-08,1.2400890891114897e-07
HSPA2,-5.5378475,-0.33423033,3.062114347168881e-08,1.2362236059132477e-07
HOMER3,-5.540908,-0.25814524,3.009071883953045e-08,1.2151008175914935e-07
FLYWCH2,-5.5409837,-0.13633066,3.0077700060244924e-08,1.214720735526582e-07
MMP17,-5.54303,-0.5720382,2.972825143449497e-08,1.200751846524355e-07
COPS7A,-5.5444903,-0.1837987,2.9481129335666368e-08,1.1909131665674198e-07
ZNF134,-5.544826,-0.30102158,2.94246719479121e-08,1.1887750996156597e-07
CDH3,-5.545651,-0.9148111,2.9286293051355722e-08,1.1833264426052825e-07
MRPL47,-5.5507417,-0.14913222,2.844603951485697e-08,1.1499273919100006e-07
RAP2A,-5.5507774,-0.12512694,2.8440201836887494e-08,1.1498294061577777e-07
PRR14,-5.5520344,-0.37345994,2.8236381968701883e-08,1.1420002611309039e-07
C18orf32,-5.5559163,-0.12104251,2.7615927237761103e-08,1.1175773894296162e-07
IBA57,-5.5562506,-0.5560521,2.756307493754411e-08,1.115706633873766e-07
C12orf43,-5.558021,-0.3278779,2.7285027331775438e-08,1.1045844838808417e-07
GPR155,-5.5615883,-0.20942897,2.6733057246684595e-08,1.0826293545543231e-07
RUNDC1,-5.5616393,-0.20676915,2.672518694621849e-08,1.0824407728746165e-07
SLC2A9,-5.5631585,-0.21500833,2.6493520640541616e-08,1.0731867254536653e-07
SH3BGR,-5.564519,-0.34934226,2.6287645577351384e-08,1.0649753167384524e-07
UTP20,-5.5648236,-0.07121427,2.624176771945381e-08,1.0632445811700267e-07
KIF26A,-5.5652485,-0.85155314,2.6177922012531505e-08,1.0607853335251278e-07
RPS6KA4,-5.5681963,-0.38481322,2.5738976033956755e-08,1.0433748835909634e-07
UBTD1,-5.5686026,-0.27879766,2.56790243078964e-08,1.041069928669435e-07
HNRNPC,-5.568681,-0.046138983,2.5667495501456412e-08,1.0407278000241421e-07
SNX13,-5.5711775,-0.07292315,2.5302353844605067e-08,1.0262932107345712e-07
GNL2,-5.5737104,-0.11998563,2.4937007226126873e-08,1.0118398715701787e-07
SLC22A18,-5.5767746,-0.48667923,2.4501889608438173e-08,9.94663909595534e-08
ZNF865,-5.5795007,-0.5072291,2.412102237839318e-08,9.79438548220662e-08
DSC2,-5.5796194,-0.5582769,2.4104524782369155e-08,9.78886669543957e-08
NOMO3,-5.583119,-0.4202721,2.36243156789772e-08,9.595010258040637e-08
COG6,-5.5836954,-0.07167799,2.3546098131414693e-08,9.564395528971415e-08
CYP46A1,-5.5870543,-0.23268698,2.3095382316342975e-08,9.38357861494649e-08
CRYM,-5.587314,-0.81021184,2.3060826404459564e-08,9.370669018639245e-08
WWC3,-5.589674,-0.14553046,2.274960397853504e-08,9.246436119283421e-08
STARD7,-5.5907154,-0.09349134,2.2613586455243618e-08,9.192261875277765e-08
RNPEP,-5.5919085,-0.10975249,2.245874363200458e-08,9.130421279579702e-08
SECISBP2L,-5.592401,-0.06919052,2.2395110133141316e-08,9.105650645877183e-08
DDX52,-5.5954843,-0.17924589,2.200066832321871e-08,8.948514798486326e-08
FAAP100,-5.597832,-0.35490185,2.1704867035116678e-08,8.831400476888137e-08
LINGO1,-5.6024537,-0.80939674,2.1133855115205662e-08,8.603221029615144e-08
AL590560.3,-5.602605,-0.49847028,2.111539187397331e-08,8.596891119695562e-08
TCEA3,-5.604096,-0.2516641,2.0934497232945234e-08,8.525157003990587e-08
ST14,-5.606147,-0.21005817,2.06880488805188e-08,8.42989187507421e-08
NCBP2,-5.6083503,-0.10871058,2.0426415720889688e-08,8.326304421045703e-08
WASL,-5.6116586,-0.07758964,2.003965237657044e-08,8.170627906399293e-08
ZNF25,-5.6148596,-0.15614983,1.9672189352962953e-08,8.021775808553247e-08
LINC00654,-5.6162696,-0.77165705,1.9512391172249628e-08,7.958541528986582e-08
COMMD1,-5.61908,-0.06541844,1.919770425126647e-08,7.832086659292118e-08
GUF1,-5.621393,-0.0976429,1.89423343811453e-08,7.729775946519699e-08
HSD17B10,-5.6224422,-0.218501,1.8827671875956438e-08,7.68484784447364e-08
AJAP1,-5.622574,-0.53857297,1.8813325304226176e-08,7.680853610872074e-08
EIF2S1,-5.6235027,-0.08979442,1.8712397732565563e-08,7.640574377843051e-08
CRAT,-5.623506,-0.4624231,1.8712034851267827e-08,7.640574377843051e-08
MXI1,-5.6239886,-0.07951099,1.8659768500491303e-08,7.620932734734426e-08
PSMC2,-5.6251082,-0.0945524,1.8539172629838433e-08,7.573516222173658e-08
EXOC7,-5.6272206,-0.07397896,1.8313655156487236e-08,7.485020422045905e-08
ZNF12,-5.6292095,-0.14654137,1.8103750173956448e-08,7.401025772050019e-08
AL117336.2,-5.6332808,-0.13433585,1.768130668722131e-08,7.230080998409471e-08
ANO2,-5.6342716,-0.5690328,1.7579957334245715e-08,7.19038400646101e-08
CHN1,-5.6345053,-0.12232275,1.755618222113266e-08,7.181531814090238e-08
PNPLA7,-5.6357813,-0.14621817,1.7426663142887043e-08,7.129416591506393e-08
UBTD2,-5.6377983,-0.070923656,1.7223816833810482e-08,7.047286183143886e-08
AC090114.2,-5.638235,-0.30859888,1.7180190987792158e-08,7.030290278833865e-08
NSDHL,-5.638536,-0.39308286,1.7150214043863376e-08,7.01887617770846e-08
LBH,-5.641215,-0.22118582,1.688545606740187e-08,6.912201400853547e-08
COPS2,-5.6427245,-0.07421847,1.6737991266880277e-08,6.853501359726009e-08
GCN1,-5.6430583,-0.09173268,1.6705587617351177e-08,6.841065071460454e-08
LRRC28,-5.643984,-0.08469477,1.6615955318448168e-08,6.805187342363463e-08
TMEM94,-5.649112,-0.16321982,1.6127858396215875e-08,6.606086908687134e-08
AC011029.1,-5.6491203,-2.38246,1.61271045506201e-08,6.606086908687134e-08
KIAA1614,-5.6500845,-0.24913491,1.6036891100677616e-08,6.57042410963415e-08
ZBTB37,-5.6558514,-0.11946002,1.550755993286655e-08,6.355872884628998e-08
AP006248.4,-5.655884,-1.6777704,1.5504648816393743e-08,6.355453102516418e-08
FERMT1,-5.6568537,-0.33173445,1.5417329782010096e-08,6.32042967037079e-08
CLSTN3,-5.6573663,-0.17805548,1.5371369689618873e-08,6.30235512946735e-08
POLE3,-5.6632776,-0.24375732,1.4850843175371274e-08,6.09116049479853e-08
DSCAM,-5.6634183,-0.7210991,1.4838687779107345e-08,6.086916109802625e-08
AL357568.2,-5.6646056,-0.6539493,1.4736315413841582e-08,6.04639512448547e-08
B3GNT9,-5.668744,-0.8965087,1.4384808074397539e-08,5.902888712985598e-08
ZRANB2-AS2,-5.668923,-0.1313057,1.4369813924606636e-08,5.897454278160116e-08
SHKBP1,-5.6691957,-0.35652068,1.43469586492155e-08,5.88950958224103e-08
ZNF426,-5.6705947,-0.18724856,1.4230286101937099e-08,5.843751481168561e-08
MIEN1,-5.6720104,-0.25476655,1.4113124246717242e-08,5.798466099999148e-08
AC008124.1,-5.672097,-0.21270035,1.4105975645632914e-08,5.7962360826669245e-08
ABCE1,-5.6732426,-0.088013634,1.4011954099535876e-08,5.758304514160168e-08
SREK1IP1,-5.6750183,-0.0803737,1.3867392071849553e-08,5.700286792336303e-08
SOCS7,-5.6752057,-0.09730145,1.3852202118601177e-08,5.6947378464387264e-08
LYZ,-5.6754103,-0.69030994,1.383568273613415e-08,5.688640941387578e-08
CEBPG,-5.678044,-0.35730404,1.3624386199473047e-08,5.602448736059714e-08
USP8,-5.6814575,-0.068883166,1.3355187383882147e-08,5.496449431377303e-08
KAT2A,-5.684203,-0.1661051,1.3142393387789037e-08,5.411517042634601e-08
PDLIM4,-5.684331,-0.18588579,1.3132583764433195e-08,5.408138969967463e-08
TBC1D2,-5.684704,-0.22357397,1.3103945737505443e-08,5.3970053843318456e-08
FP236383.3,-5.684988,-0.8047743,1.3082199454834235e-08,5.388707863981004e-08
JAM2,-5.685705,-0.17373736,1.302739258591288e-08,5.367445101880338e-08
TMX2,-5.688856,-0.09990173,1.278930086826815e-08,5.2712828174866354e-08
DPP10,-5.6923213,-0.31620267,1.2532379080190564e-08,5.167918611397877e-08
SPATC1L,-5.693121,-0.84626,1.2473803883424578e-08,5.1443940541386873e-08
SEMA6C,-5.693813,-0.6638942,1.242334171307477e-08,5.1242100854737256e-08
ACER3,-5.694858,-0.076252125,1.2347448974479885e-08,5.094154536482502e-08
CLUH,-5.6997986,-0.25582835,1.1994916578368856e-08,4.950530329526036e-08
SLC26A11,-5.7031174,-0.1906735,1.176360761301554e-08,4.8570573687058346e-08
RBM10,-5.7044864,-0.092398815,1.1669448914328726e-08,4.819747128539794e-08
FLVCR2,-5.7053742,-0.63801795,1.1608789882757806e-08,4.79586975139272e-08
MARS,-5.7072644,-0.12014484,1.1480633339713844e-08,4.744671069303579e-08
TIMM50,-5.707731,-0.26104146,1.1449247129872878e-08,4.7322805476546606e-08
GABPB1-AS1,-5.710659,-0.06013879,1.1253951758102083e-08,4.652701646205896e-08
ZNF470,-5.711113,-0.50463754,1.1223975687706198e-08,4.6408783343152485e-08
RETSAT,-5.7133965,-0.3238265,1.10743148480355e-08,4.579558903763434e-08
ASCC2,-5.713536,-0.107584596,1.106527427790616e-08,4.5763822228442445e-08
AC007376.2,-5.714605,-0.5771841,1.0995916565775762e-08,4.5482557014424566e-08
AC009495.1,-5.7151294,-0.47616762,1.0962062387568384e-08,4.535366482472403e-08
MED25,-5.7171183,-0.12060842,1.0834580585865657e-08,4.4837245766448835e-08
PDE12,-5.7174454,-0.27431083,1.0813727764035124e-08,4.4756448580514994e-08
NLRP2,-5.7184577,-0.78575915,1.0749527042967058e-08,4.449619882772723e-08
UTP23,-5.719685,-0.14840546,1.067215661950332e-08,4.419222759504682e-08
FKBP7,-5.7210226,-0.15130174,1.0588473858768528e-08,4.385109756683162e-08
RC3H2,-5.7219124,-0.07277129,1.053315273826749e-08,4.363272051781153e-08
ACTR3,-5.722173,-0.067657664,1.0517003998484774e-08,4.3571184339109984e-08
NDRG3,-5.7263207,-0.124564,1.026320951518609e-08,4.252496283558837e-08
PIWIL4,-5.730849,-0.39003155,9.992924162509817e-09,4.1420338621911844e-08
OGFOD3,-5.7310896,-0.19288613,9.978751800742533e-09,4.1366685311090463e-08
TESK1,-5.731975,-0.36452913,9.926776078521474e-09,4.115628654317581e-08
AC015712.2,-5.7336893,-0.4612196,9.826934236341594e-09,4.075237613253603e-08
LINC01474,-5.7422605,-1.6906954,9.342107250479802e-09,3.877043573320117e-08
HHIPL1,-5.7440486,-0.68252873,9.24392590617499e-09,3.8367703311372274e-08
TPGS2,-5.7446327,-0.0892401,9.212061095169243e-09,3.8243141581821435e-08
RCAN1,-5.746159,-0.22660199,9.129349059881223e-09,3.791082912525205e-08
SYF2,-5.7467766,-0.078572445,9.096077858622969e-09,3.777732360470269e-08
FBLN7,-5.748339,-0.21912818,9.012425580988807e-09,3.7434519474517816e-08
SLC16A14,-5.750349,-0.6534383,8.90595006533318e-09,3.70059474587407e-08
EXOSC6,-5.75288,-0.16103643,8.773577173414836e-09,3.647391093001216e-08
PARP14,-5.7561584,-0.07431716,8.604973535419855e-09,3.577740015060012e-08
L3MBTL2,-5.7576056,-0.24692522,8.531538643122876e-09,3.5480835236160596e-08
PDK4,-5.7579803,-0.5138866,8.5126253716619e-09,3.54065507246624e-08
BICDL2,-5.7616677,-0.22971322,8.328695099252302e-09,3.46586494110472e-08
TYRO3,-5.765288,-0.2039989,8.151853648524807e-09,3.3931133785172094e-08
USP51,-5.7672606,-0.59432083,8.057047123920628e-09,3.354065767246256e-08
PAPOLA,-5.7678213,-0.046774887,8.030283991428767e-09,3.343337767605732e-08
DESI1,-5.776305,-0.13821477,7.635874406312188e-09,3.181881996206942e-08
APOBEC3C,-5.776813,-0.29874274,7.612869377740388e-09,3.1730808857944776e-08
EFHB,-5.7769322,-1.1830055,7.607488614634397e-09,3.171230588095492e-08
ABRAXAS1,-5.779081,-0.12070816,7.510991567135376e-09,3.13139272142906e-08
SIMC1,-5.7801185,-0.07965734,7.46480336949878e-09,3.11290710773131e-08
STARD7-AS1,-5.784939,-0.20415686,7.253880056137959e-09,3.026823439678379e-08
GGNBP2,-5.7851806,-0.07514497,7.243438597263928e-09,3.022841021348577e-08
ARHGAP29,-5.787154,-0.12060496,7.158890666558011e-09,2.987927576592403e-08
TMEM131,-5.789106,-0.061423656,7.0762013843713286e-09,2.9541474346603257e-08
TMEM35A,-5.790502,-0.6548746,7.017629398409175e-09,2.9304214405804344e-08
AIP,-5.7932057,-0.3680776,6.905551587525816e-09,2.8843351757321992e-08
RARG,-5.7958055,-0.30184242,6.79940466657297e-09,2.8407038945610367e-08
GATAD2B,-5.79653,-0.06850908,6.7701090579946225e-09,2.8288154483485282e-08
NECTIN1,-5.797276,-0.48813593,6.740067503339354e-09,2.816612328132458e-08
CC2D1A,-5.803856,-0.16071703,6.480689381782523e-09,2.7092289904083275e-08
AZIN2,-5.8058567,-0.34012786,6.403772176791717e-09,2.677406336379079e-08
MVB12A,-5.808808,-0.16841346,6.2919223348932164e-09,2.630968691295758e-08
ZNF300,-5.8212233,-0.33824104,5.841843929407581e-09,2.4458046890031838e-08
C2CD6,-5.82505,-0.35552576,5.7095512217858086e-09,2.3916068182090487e-08
DGAT1,-5.8252544,-0.24930938,5.702565755935537e-09,2.388977858102248e-08
GRASP,-5.825609,-0.5623422,5.690461439606152e-09,2.384500151888709e-08
MLYCD,-5.825848,-0.14243838,5.682333076264595e-09,2.3813903530514383e-08
TSPYL1,-5.82692,-0.23342925,5.645961327896043e-09,2.3664418796191453e-08
DNAJA1,-5.8292003,-0.095758565,5.56936392149176e-09,2.3357902577971044e-08
FDX1,-5.829278,-0.11208109,5.56676253251583e-09,2.334989982816914e-08
TOMM22,-5.83146,-0.27741766,5.49445524026821e-09,2.3052346960975814e-08
ZNF623,-5.8320556,-0.18245302,5.474865921383887e-09,2.2973020301987306e-08
BNIP3,-5.836067,-0.15739158,5.344738326230379e-09,2.2440971865381652e-08
GABPA,-5.8378663,-0.107386716,5.287357043438473e-09,2.2205581039537985e-08
GNB3,-5.840248,-0.72652066,5.21230902462521e-09,2.1895858389551797e-08
MIATNB,-5.842249,-0.12516555,5.150080325393991e-09,2.163984599799406e-08
EXD3,-5.842697,-0.107556336,5.136234800570284e-09,2.1584361890556246e-08
HSPA1B,-5.8471336,-0.5537864,5.001150791770676e-09,2.1027182744778417e-08
ZNF503,-5.848097,-0.15113926,4.972284116543142e-09,2.0908423672085654e-08
BSCL2,-5.849574,-0.15018243,4.9283268641214565e-09,2.0728759420247114e-08
SYDE1,-5.851836,-0.56204724,4.861749288958904e-09,2.0451285069403498e-08
MFAP4,-5.8518977,-0.39889967,4.8599537831185584e-09,2.0446285701099088e-08
MYH14,-5.852668,-0.20680436,4.837494737066938e-09,2.035688377484865e-08
MCU,-5.853025,-0.1130825,4.827122517243806e-09,2.031577416291464e-08
TMSB15B-AS1,-5.8536925,-0.5593146,4.807770947203692e-09,2.023938770700097e-08
BRF1,-5.8562117,-0.097721644,4.735447271462509e-09,1.9939909363345446e-08
CFLAR,-5.85649,-0.06980464,4.7275223296890575e-09,1.9909028145609757e-08
ZNF706,-5.861945,-0.081830725,4.574764126221442e-09,1.9272946253832474e-08
